date,all_adv,all_dec,all_unch,all_nh,all_nl,all_nhl_n,all_ma20,all_ma50,all_ma200,all_upvol,all_dnvol,all_amt,all_turnover,kospi_adv,kospi_dec,kospi_unch,kospi_nh,kospi_nl,kospi_nhl_n,kospi_ma20,kospi_ma50,kospi_ma200,kospi_upvol,kospi_dnvol,kospi_amt,kospi_turnover,kosdaq_adv,kosdaq_dec,kosdaq_unch,kosdaq_nh,kosdaq_nl,kosdaq_nhl_n,kosdaq_ma20,kosdaq_ma50,kosdaq_ma200,kosdaq_upvol,kosdaq_dnvol,kosdaq_amt,kosdaq_turnover,top10_share,penny_share,top50_penny,cap_up,cap_down,kospi_close,kosdaq_close,vkospi,usdkrw,putcall,ew_close,ew_mom
2025-07-01,1651,791,168,0,0,0,50.4411,63.724,,12.4138,7.7583,20.8619,0.7154,700,180,53,0,0,0,66.5595,77.6824,,8.9226,5.3621,14.8845,0.5953,951,611,115,0,0,0,41.4576,55.8965,,3.4913,2.3961,5.9774,1.4379,25.2035,1.2901,1,3,0,3089.65,783.67,23.96,1355.59,0.751,13650.0,22.1588
2025-07-02,1012,1403,195,0,0,0,47.2574,62.4133,,9.2398,10.4149,19.9565,0.6871,447,426,60,0,0,0,65.3805,78.4335,,6.2226,8.2026,14.5658,0.5851,565,977,135,0,0,0,37.1565,53.4296,,3.0172,2.2123,5.3907,1.299,25.797,2.2877,1,5,0,3075.06,782.17,23.95,1354.75,0.865,13685.0,22.1516
2025-07-03,1760,697,153,0,0,0,55.8496,68.0031,,13.395,6.7763,20.3868,0.6923,599,279,55,0,0,0,70.9539,81.3305,,9.2947,5.1453,14.6125,0.5789,1161,418,98,0,0,0,47.4313,60.5295,,4.1004,1.6309,5.7744,1.3717,28.5205,1.41,0,5,0,3116.27,793.33,23.96,1357.1,0.665,13822.0,23.0568
2025-07-04,492,1973,145,0,0,0,43.4599,62.953,,4.7753,13.4512,19.1102,0.6621,159,725,49,0,0,0,55.4126,77.2532,,2.7175,10.4959,13.2416,0.5352,333,1248,96,0,0,0,36.7981,54.9338,,2.0579,2.9553,5.8686,1.4239,31.5248,1.4404,0,5,0,3054.28,775.8,25.48,,1.167,13532.0,20.1902
2025-07-07,1029,1405,177,0,0,0,41.7945,61.1025,,9.7035,5.3355,15.7064,0.5435,421,452,60,0,0,0,53.4834,76.3948,,6.5815,3.3641,10.091,0.4075,608,953,117,0,0,0,35.2836,52.5271,,3.122,1.9713,5.6154,1.3581,29.9745,1.2009,0,4,1,3059.47,778.46,24.87,1374.64,0.93,13581.0,20.3295
2025-07-08,1568,847,197,0,0,0,47.0678,62.953,,14.2965,4.4251,18.8764,0.6426,632,238,63,0,0,0,62.5938,78.2189,,10.3583,3.0446,13.4885,0.5351,936,609,134,0,0,0,38.4248,54.3923,,3.9382,1.3805,5.3879,1.2933,27.7869,1.8416,0,3,0,3114.95,784.24,23.52,1370.3,0.84,13783.0,21.7929
2025-07-09,1656,795,161,0,0,0,54.082,64.9576,,11.4013,6.2613,18.1043,0.6127,687,196,50,0,0,0,71.4898,80.3648,,7.1622,5.1586,12.5611,0.4955,969,599,111,0,0,0,44.3914,56.3177,,4.2391,1.1027,5.5432,1.3201,24.8749,1.5097,0,5,0,3133.74,790.36,21.85,1373.0,0.759,13995.0,23.3216
2025-07-10,1482,932,199,0,0,0,59.5247,66.9622,,15.3895,4.7507,20.639,0.6882,589,281,63,0,0,0,76.0986,83.0472,,10.6079,3.1806,14.084,0.5469,893,651,136,0,0,0,50.2983,57.9422,,4.7816,1.57,6.5551,1.5464,25.4699,0.7996,0,2,0,3183.23,797.7,21.01,1372.64,0.763,14208.0,24.8281
2025-07-11,1317,1075,222,0,0,0,61.8245,68.7861,,10.8025,8.9862,20.2529,0.6761,468,402,64,0,0,0,76.4202,83.7983,,5.5838,7.2865,13.1474,0.5115,849,673,158,0,0,0,53.6993,60.3728,,5.2188,1.6997,7.1055,1.671,27.7745,1.1268,0,2,0,3175.77,800.47,21.66,,0.665,14089.0,23.4456
2025-07-14,1164,1272,178,0,0,0,60.4598,66.9877,,10.9569,6.4831,17.5642,0.5823,517,359,58,0,0,0,77.7063,83.0472,,6.9231,4.5414,11.5078,0.4441,647,913,120,0,0,0,50.8646,57.9928,,4.0338,1.9417,6.0565,1.426,23.3361,1.2246,0,5,0,3202.03,799.37,22.56,1382.01,0.783,14257.0,24.5736
2025-07-15,1159,1243,212,0,0,0,61.8008,67.2188,,11.8288,6.9229,19.599,0.6458,359,503,72,0,0,0,76.7417,81.6524,,6.8135,5.2938,12.2167,0.4694,800,740,140,0,0,0,53.4884,59.1346,,5.0153,1.629,7.3822,1.7076,28.6135,0.8863,0,5,0,3215.28,812.88,22.47,1386.45,0.777,14291.0,24.5281
2025-07-16,695,1762,158,0,0,0,55.7471,65.0231,,9.0386,8.6786,18.2149,0.6048,186,695,53,0,0,0,68.3816,78.5408,,4.2141,6.4647,11.124,0.4312,509,1067,105,0,0,0,48.7179,57.4519,,4.8245,2.2139,7.0909,1.6422,27.3081,0.8086,0,4,0,3186.38,812.23,22.27,1384.92,0.872,14045.0,22.0725
2025-07-17,1192,1196,227,0,0,0,57.931,67.1803,,12.8269,8.1435,21.2963,0.7052,385,463,86,0,0,0,68.3816,79.8283,,8.8466,6.1795,15.2528,0.5901,807,733,141,0,0,0,52.1169,60.0962,,3.9803,1.964,6.0435,1.3892,38.9132,1.0316,0,8,0,3192.29,818.27,21.74,1391.58,0.902,14123.0,22.4363
2025-07-18,912,1534,169,0,0,0,54.9808,66.9234,,10.0338,7.3302,17.7891,0.5895,298,583,53,0,0,0,62.701,79.5064,,5.9815,5.5208,11.8371,0.4585,614,951,116,0,0,0,50.6857,59.8799,,4.0524,1.8094,5.952,1.3641,31.0437,1.0508,0,4,0,3188.07,820.67,20.5,,0.694,14020.0,21.2406
2025-07-21,1174,1261,180,0,0,0,54.9425,67.6799,,10.9247,4.7353,15.8379,0.5213,384,483,67,0,0,0,59.5927,80.6867,,7.3831,3.0946,10.6189,0.4083,790,778,113,0,0,0,52.3554,60.4079,,3.5416,1.6408,5.219,1.1943,27.4732,1.0609,0,6,0,3210.81,821.69,20.4,1381.8199,0.868,14178.0,22.2823
2025-07-22,582,1882,151,0,0,0,44.7126,61.7692,,6.1713,10.8278,17.1533,0.5719,208,674,52,0,0,0,47.2669,75.8584,,3.2197,8.1146,11.4465,0.4458,374,1208,99,0,0,0,43.2916,53.8969,,2.9516,2.7132,5.7068,1.3205,27.2024,1.3505,0,7,0,3169.94,812.97,21.22,1379.78,0.995,13990.0,20.361
2025-07-23,916,1529,170,0,0,0,42.3372,59.6923,,10.8727,5.6895,17.4425,0.5791,382,494,58,0,0,0,44.6945,75.1073,,8.3027,3.4888,12.0037,0.4654,534,1035,112,0,0,0,41.0256,51.0791,,2.57,2.2006,5.4388,1.2564,28.8042,1.2024,0,3,0,3183.77,813.56,21.09,1373.72,0.925,14055.0,20.6171
2025-07-24,574,1908,134,0,0,0,33.7548,54.5769,,10.4613,7.8833,18.5865,0.6164,190,697,47,0,0,0,34.0836,68.4549,,6.8411,5.5682,12.5619,0.4861,384,1211,87,0,0,0,33.5719,46.8225,,3.6203,2.3151,6.0246,1.3979,27.2211,1.0202,0,3,0,3190.45,809.89,21.45,1372.0,0.914,14040.0,20.1938
2025-07-25,985,1421,210,0,0,0,30.9579,52.8258,,8.5346,5.5915,14.7857,0.4899,363,499,72,0,0,0,31.5113,66.309,,5.5645,3.9473,9.6932,0.3745,622,922,138,0,0,0,30.65,45.2966,,2.97,1.6442,5.0925,1.1854,23.6652,1.68,1,2,0,3196.05,806.95,21.68,,0.747,14074.0,20.1943
2025-07-28,652,1814,151,0,0,0,25.364,45.3497,,10.6359,7.8142,18.9603,0.6259,179,710,45,0,0,0,22.1865,52.897,,7.93,5.5369,13.736,0.528,473,1104,106,0,0,0,27.1318,41.1377,,2.7059,2.2773,5.2243,1.2203,31.6155,0.7925,0,4,0,3209.52,804.4,22.33,1388.29,0.949,13931.0,18.6988
2025-07-29,1184,1236,198,0,0,0,25.1341,45.7933,,11.7755,5.3325,17.6486,0.5793,460,407,67,0,0,0,22.508,55.0429,,9.0073,3.4531,12.6401,0.4828,724,829,131,0,0,0,26.5951,40.6344,,2.7682,1.8793,5.0085,1.1694,31.9579,0.7844,0,3,1,3230.57,804.45,22.34,1388.86,0.931,14040.0,19.3471
2025-07-30,1291,1139,189,0,0,0,28.1992,46.3134,,11.6985,6.0366,18.0017,0.5871,469,399,66,0,0,0,24.9732,54.721,,8.7374,3.9398,12.8525,0.4871,822,740,123,0,0,0,29.994,41.6268,,2.9612,2.0967,5.1492,1.2037,33.5427,1.1925,0,6,1,3254.47,803.67,22.82,1392.52,0.838,14069.0,19.3131
2025-07-31,1201,1213,205,0,0,0,28.8395,46.3518,,11.6171,9.236,21.1348,0.6909,396,462,76,0,0,0,24.4373,53.6481,,8.3764,7.5646,16.1391,0.6136,805,751,129,0,0,0,31.2872,42.2847,,3.2406,1.6714,4.9957,1.1654,36.2876,1.8126,1,3,0,3245.44,805.24,21.85,1391.51,0.849,14010.0,18.5285
2025-08-01,162,2381,76,0,0,0,14.0888,26.5643,,3.2106,15.0553,19.6408,0.6672,34,874,26,0,0,0,11.3612,27.0096,,1.9445,11.6385,14.9476,0.5902,128,1507,50,0,0,0,15.6045,26.3158,,1.2661,3.4168,4.6933,1.1405,34.8492,1.3492,0,3,1,3119.41,772.79,25.87,,1.029,13438.0,13.4658
2025-08-04,1824,626,170,0,0,0,16.3859,31.3507,,9.1328,3.4019,13.5219,0.4548,668,207,60,0,0,0,13.3976,33.2262,,6.0548,2.6632,9.5158,0.3724,1156,419,110,0,0,0,18.0465,30.3048,,3.0779,0.7387,4.006,0.9591,30.3217,1.7913,1,2,0,3147.75,784.06,24.05,1383.59,0.938,13576.0,14.3933
2025-08-05,1841,593,186,0,0,0,22.5411,35.6869,,13.5173,1.9574,15.6443,0.5178,676,188,71,0,0,0,18.5423,37.9421,,9.7024,1.0668,10.8844,0.4193,1165,405,115,0,0,0,24.7619,34.4292,,3.8149,0.8906,4.76,1.1191,28.4208,0.6944,0,3,0,3198.0,798.6,22.31,1386.58,0.972,13744.0,15.5334
2025-08-06,1604,795,221,0,0,0,26.5876,38.1044,,9.6412,5.5412,15.6437,0.5174,637,233,65,0,0,0,24.4111,41.0504,,6.3641,4.4484,10.9981,0.4237,967,562,156,0,0,0,27.7976,36.4614,,3.2771,1.0928,4.6457,1.0859,28.846,0.9757,0,4,1,3198.14,803.49,21.93,1384.39,1.041,13867.0,16.2961
2025-08-07,1288,1111,221,0,0,0,31.8286,39.6393,,10.5725,4.6754,15.8434,0.5195,449,405,81,0,0,0,26.8737,41.6935,,7.7068,3.1542,11.1022,0.4237,839,706,140,0,0,0,34.5833,38.4937,,2.8658,1.5212,4.7411,1.1043,30.7316,1.0481,0,3,1,3227.68,805.81,21.08,1384.97,1.02,13897.0,16.2811
2025-08-08,1167,1247,207,0,0,0,34.9273,40.0614,,9.2693,6.7168,16.2993,0.5365,378,484,73,0,0,0,29.6574,39.7642,,5.3978,5.541,11.1619,0.4282,789,763,134,0,0,0,37.8571,40.2271,,3.8715,1.1759,5.1374,1.1917,29.0,1.116,1,3,1,3210.01,809.27,20.79,,1.026,13837.0,15.53
2025-08-11,964,1485,172,0,0,0,34.608,38.6416,,8.1811,6.9426,15.4424,0.5085,295,571,69,0,0,0,28.9079,37.0847,,4.5355,5.4966,10.1766,0.3908,669,914,103,0,0,0,37.7751,39.5099,,3.6456,1.4459,5.2657,1.2176,27.4811,0.7831,0,4,0,3206.77,811.85,20.34,1389.79,0.869,13807.0,15.0292
2025-08-12,892,1540,189,0,0,0,33.3078,36.4787,,7.2791,7.9406,15.6906,0.5195,340,540,55,0,0,0,29.5503,35.1554,,3.9564,5.6504,9.9334,0.3834,552,1000,134,0,0,0,35.3956,37.2162,,3.3227,2.2902,5.7573,1.3396,27.5502,1.3078,0,2,0,3189.91,807.19,21.15,1383.09,0.781,13685.0,13.7731
2025-08-13,1272,1165,184,0,0,0,36.4818,37.3226,,11.4146,4.3878,16.0094,0.5245,409,461,65,0,0,0,30.2998,33.4405,,7.6747,2.5116,10.3098,0.3937,863,704,119,0,0,0,39.9167,39.4863,,3.7399,1.8763,5.6995,1.3152,25.6484,1.119,0,4,0,3224.37,814.1,20.11,1378.78,0.775,13695.0,13.6232
2025-08-14,1087,1338,196,0,0,0,38.6998,36.3253,,7.8234,6.9152,15.5878,0.5103,377,491,67,0,0,0,32.5482,33.3333,,4.6114,5.1345,9.8995,0.3779,710,847,129,0,0,0,42.1178,37.9928,,3.212,1.7807,5.6883,1.3089,24.4421,2.2892,2,1,0,3225.66,815.26,20.46,1387.87,0.886,13739.0,13.7583
2025-08-18,532,1955,135,0,0,0,28.7572,30.9935,,4.7933,7.9513,13.6422,0.4538,191,694,50,0,0,0,25.4818,28.0815,,2.8731,5.7261,8.7072,0.3375,341,1261,85,0,0,0,30.577,32.6165,,1.9202,2.2252,4.935,1.1582,27.0276,1.5034,0,5,2,3177.28,798.05,21.37,1386.91,1.076,13581.0,12.2461
2025-08-19,664,1777,182,0,0,0,25.8509,28.2592,,4.9222,7.3378,13.919,0.467,265,606,64,0,0,0,23.6617,26.5809,,2.5326,4.9342,8.4322,0.3294,399,1171,118,0,0,0,27.0672,29.194,,2.3896,2.4036,5.4868,1.3033,25.421,1.7239,1,2,0,3151.56,787.96,21.5,1391.34,0.807,13438.0,10.8783
2025-08-20,583,1880,161,0,0,0,20.4128,23.7639,,6.1968,10.0189,16.7972,0.5678,237,636,62,0,0,0,19.9143,23.0439,,4.1915,7.5501,11.85,0.4661,346,1244,99,0,0,0,20.6897,24.1647,,2.0053,2.4688,4.9472,1.1903,33.3815,1.5032,1,1,0,3130.09,777.61,22.13,1396.91,1.11,13384.0,10.2584
2025-08-21,1311,1104,210,0,0,0,23.0505,25.1437,,9.6075,5.1864,15.2577,0.5141,508,358,69,0,0,0,23.6617,24.6517,,7.2136,3.4833,10.7922,0.4228,803,746,141,0,0,0,22.7111,25.4177,,2.3939,1.7031,4.4655,1.0747,37.7243,1.4537,1,2,1,3141.74,777.24,21.38,1399.61,1.059,13497.0,11.0142
2025-08-22,1308,1089,229,0,0,0,25.5636,25.9103,,8.7846,3.5399,12.8258,0.4286,454,409,72,0,0,0,25.6959,24.6517,,5.7631,2.2754,8.2541,0.3207,854,680,157,0,0,0,25.4902,26.611,,3.0215,1.2645,4.5716,1.0925,25.2016,1.3689,0,2,0,3168.73,782.51,21.09,,0.973,13502.0,10.8913
2025-08-25,1719,711,197,0,0,0,33.9572,29.7815,,10.6741,1.7663,12.921,0.4259,595,265,75,0,0,0,32.0128,28.1886,,6.8078,1.0429,8.0491,0.3087,1124,446,122,0,0,0,35.0356,30.6683,,3.8664,0.7234,4.8719,1.1414,28.9008,1.7661,1,4,0,3209.86,798.02,20.1,1389.05,1.157,13611.0,11.6094
2025-08-26,965,1433,230,0,0,0,32.5315,29.387,,8.473,9.3353,18.003,0.598,316,537,82,0,0,0,29.7645,26.5809,,4.8681,7.837,12.8092,0.4961,649,896,148,0,0,0,34.0653,30.9481,,3.6049,1.4984,5.1938,1.2107,28.8649,1.0761,0,3,0,3179.36,801.66,20.37,1393.95,1.223,13611.0,11.4371
2025-08-27,945,1462,221,0,0,0,32.646,28.659,,7.6488,5.2165,13.0187,0.4315,331,517,87,0,0,0,29.7645,25.0804,,4.6516,3.6101,8.3309,0.3219,614,945,134,0,0,0,34.2433,30.65,,2.9972,1.6064,4.6878,1.0928,28.7893,2.3203,1,5,0,3187.16,801.72,19.97,1392.75,0.958,13586.0,11.0576
2025-08-28,1184,1229,215,0,0,0,35.0515,28.6973,,8.1702,5.7533,14.1572,0.4685,478,378,79,0,0,0,35.2248,25.9378,,5.515,3.7958,9.5095,0.3665,706,851,136,0,0,0,34.9555,30.2326,,2.6552,1.9575,4.6476,1.0878,27.4451,1.5166,0,3,0,3196.32,798.43,19.31,1384.41,1.061,13710.0,11.8826
2025-08-29,859,1592,177,0,0,0,33.7405,27.8161,,7.8009,5.8844,13.8498,0.4597,295,576,64,0,0,0,33.6898,25.2947,,4.5868,4.1459,8.8168,0.3409,564,1016,113,0,0,0,33.7685,29.2188,,3.2141,1.7385,5.033,1.1805,24.283,0.9751,0,3,1,3186.01,796.91,19.52,,0.967,13567.0,10.5464
2025-09-01,517,1975,136,0,0,0,26.1069,24.4828,,5.8589,7.8073,13.767,0.4633,198,686,51,0,0,0,26.631,23.0439,,2.8519,4.9368,7.8608,0.3082,319,1289,85,0,0,0,25.816,25.2832,,3.0071,2.8706,5.9062,1.4053,26.2446,1.2922,1,5,1,3142.93,785.0,20.4,1392.9399,1.009,13438.0,9.3365
2025-09-02,1499,923,206,0,0,0,28.9695,26.1303,,10.2749,4.4977,15.0125,0.5002,479,371,85,0,0,0,28.1283,22.9368,,5.2828,3.1819,8.55,0.3319,1020,552,121,0,0,0,29.4362,27.907,,4.9921,1.3158,6.4626,1.5198,30.7533,1.2172,0,3,0,3172.35,794.0,19.57,1394.5699,1.109,13448.0,9.2351
2025-09-03,1334,1072,222,0,0,0,32.2519,27.318,,9.2811,4.6468,14.2397,0.4727,496,366,73,0,0,0,31.7647,23.9014,,5.5603,2.9627,8.7458,0.3382,838,706,149,0,0,0,32.5223,29.2188,,3.7209,1.6841,5.4939,1.2877,30.5827,0.9114,0,3,0,3184.42,796.81,19.74,1389.63,1.084,13492.0,9.4014
2025-09-04,1738,684,206,0,0,0,39.4506,30.3831,,10.7701,2.6744,13.821,0.4561,600,247,88,0,0,0,37.9679,25.6163,,5.9805,1.6214,7.8839,0.3033,1138,437,118,0,0,0,40.2728,33.0352,,4.7896,1.053,5.9372,1.3764,26.4948,1.4561,0,2,0,3200.83,805.42,19.26,1392.0601,1.191,13576.0,9.9008
2025-09-05,1283,1101,244,0,0,0,44.7539,32.4904,,9.774,6.6559,16.7213,0.5505,445,398,92,0,0,0,43.2086,27.3312,,5.4075,5.334,10.8887,0.4184,838,703,152,0,0,0,45.6109,35.3608,,4.3665,1.3219,5.8326,1.3414,36.4129,1.1387,0,2,0,3205.12,811.4,18.43,,1.107,13670.0,10.4769
2025-09-08,1449,965,214,0,0,0,49.9428,35.2874,,10.1414,3.5667,13.9149,0.4558,538,318,79,0,0,0,49.9465,30.2251,,5.5603,2.4305,8.1307,0.311,911,647,135,0,0,0,49.9407,38.1038,,4.5811,1.1362,5.7842,1.3183,25.6738,1.1334,0,4,0,3219.59,818.6,18.36,1385.72,0.973,13685.0,10.4142
2025-09-09,1494,911,223,0,0,0,56.1236,38.0843,,12.8222,4.7738,17.9613,0.5813,584,282,69,0,0,0,57.6471,33.5477,,7.5143,2.8218,10.4997,0.3966,910,629,154,0,0,0,55.2788,40.6082,,5.3079,1.952,7.4617,1.6874,27.343,0.8654,0,4,0,3260.05,824.82,18.7,1387.25,0.656,13754.0,10.7838
2025-09-10,1685,722,222,0,0,0,63.8688,41.9923,,18.0645,2.953,21.353,0.6805,629,239,67,0,0,0,66.0963,38.6924,,12.0349,1.361,13.6653,0.5077,1056,483,155,0,0,0,62.6335,43.8283,,6.0296,1.592,7.6877,1.7222,29.2366,1.1945,0,2,0,3314.53,833.0,20.38,1387.2,0.657,13955.0,12.1859
2025-09-11,1163,1232,234,0,0,0,65.4844,43.5249,,16.9291,5.3982,22.7518,0.7194,456,400,79,0,0,0,69.4118,40.6217,,11.6081,2.8982,14.864,0.5474,707,832,155,0,0,0,63.3076,45.1401,,5.321,2.5,7.8878,1.7623,25.2629,0.9232,0,4,0,3344.2,834.76,20.06,1389.5,0.863,14000.0,12.3314
2025-09-12,1532,888,209,0,0,0,71.9787,46.8786,,16.5828,4.7733,22.11,0.6884,516,340,79,0,0,0,75.508,43.8371,,10.2206,2.925,13.8388,0.5019,1016,548,130,0,0,0,70.0237,48.5697,,6.3622,1.8483,8.2711,1.8201,28.6393,0.77,0,2,0,3395.54,847.08,20.61,,0.741,14208.0,13.7684
2025-09-15,1182,1263,184,0,0,0,69.3979,48.4686,,13.9035,6.3978,20.8259,0.6459,476,394,65,0,0,0,73.1551,47.1597,,7.9917,4.3594,12.6829,0.4583,706,869,119,0,0,0,67.3179,49.1959,,5.9118,2.0383,8.143,1.7807,26.3625,0.8896,0,4,0,3407.31,852.69,20.71,1385.01,0.731,14208.0,13.5374
2025-09-16,958,1480,191,0,0,0,66.3619,46.2098,,14.3998,6.458,21.6949,0.6657,292,564,79,0,0,0,69.7326,43.6227,,9.6429,3.5677,13.9617,0.4983,666,916,112,0,0,0,64.497,47.6474,,4.7569,2.8903,7.7332,1.6933,32.0888,0.6597,0,3,0,3449.62,851.84,21.03,1377.64,0.837,14252.0,13.6607
2025-09-17,910,1521,198,0,0,0,63.0998,45.465,,7.2168,10.89,18.3614,0.5693,299,562,74,0,0,0,65.1337,42.3365,,3.3499,7.8872,11.4466,0.4129,611,959,124,0,0,0,61.9752,47.2024,,3.8668,3.0028,6.9148,1.5256,31.5046,1.125,0,5,0,3413.4,845.53,21.1,1378.6899,0.947,14173.0,12.8125
2025-09-18,1715,702,212,0,0,0,69.0902,50.2678,,15.8221,4.2052,20.3661,0.6226,585,257,93,0,0,0,69.3048,46.2527,,8.9574,2.9947,12.1679,0.4327,1130,445,119,0,0,0,68.9716,52.5,,6.8647,1.2105,8.1982,1.7844,29.5465,1.306,1,4,0,3461.3,857.11,20.69,1386.75,0.772,14247.0,13.1823
2025-09-19,831,1605,193,0,0,0,62.7473,48.0107,,12.9574,10.3106,25.7138,0.7885,236,634,65,0,0,0,62.0321,43.2548,,5.0169,7.9549,14.8423,0.5304,595,971,128,0,0,0,63.1424,50.6548,,7.9405,2.3557,10.8715,2.3497,30.4656,0.5808,0,2,1,3445.24,863.11,20.68,,0.919,14223.0,12.7737
2025-09-22,994,1459,177,0,0,0,60.0457,47.4751,,13.4378,7.9094,21.6786,0.6594,330,538,67,0,0,0,58.2888,43.0407,,6.1961,5.4005,11.8291,0.4196,664,921,110,0,0,0,61.0159,49.9405,,7.2417,2.5089,9.8495,2.103,32.418,0.7346,0,2,1,3468.65,874.36,20.94,1389.39,0.863,14208.0,12.4354
2025-09-23,788,1652,190,0,0,0,53.691,45.6597,,13.5971,7.8401,21.8781,0.6629,264,595,76,0,0,0,50.5882,41.6488,,7.4037,4.0489,11.8307,0.4176,524,1057,114,0,0,0,55.4046,47.8882,,6.1934,3.7912,10.0475,2.1496,31.4363,0.599,0,5,1,3486.19,872.21,20.98,1391.85,0.859,14193.0,12.0959
2025-09-24,664,1807,159,0,0,0,43.6834,41.8356,,11.5241,10.1342,21.7375,0.6621,191,679,65,0,0,0,38.0749,36.4026,,5.5407,6.1546,11.7375,0.416,473,1128,94,0,0,0,46.7809,44.8543,,5.9834,3.9796,10.0,2.1659,29.4034,0.6911,0,4,1,3472.14,860.94,21.2,1403.65,0.994,14035.0,10.6361
2025-09-25,898,1522,210,0,0,0,41.1339,41.262,,10.9138,10.1251,21.1863,0.6463,331,528,76,0,0,0,35.4011,35.6531,,6.5264,5.6583,12.2983,0.436,567,994,134,0,0,0,44.3001,44.3783,,4.3874,4.4668,8.888,1.9446,33.1428,0.5846,0,4,0,3471.11,852.48,20.62,1408.92,0.932,14030.0,10.3917
2025-09-26,339,2159,132,0,0,0,25.5327,32.8107,,6.3481,13.6429,20.164,0.6304,118,770,47,0,0,0,22.4599,27.9443,,2.5419,9.7182,12.2952,0.447,221,1389,85,0,0,0,27.2298,35.5146,,3.8063,3.9247,7.8688,1.7569,33.2884,1.1442,0,6,0,3386.05,835.19,21.77,,1.311,13725.0,7.8029
2025-09-29,1659,764,207,0,0,0,31.7352,37.6673,,13.1313,2.6034,16.0681,0.4956,592,266,77,0,0,0,29.5187,33.0835,,8.3754,1.2205,9.8237,0.3524,1067,498,130,0,0,0,32.9592,40.2142,,4.7559,1.3829,6.2444,1.3753,32.6604,1.0569,0,10,0,3431.21,846.71,20.96,1399.33,0.948,13882.0,8.8249
2025-09-30,743,1709,178,0,0,0,27.8158,35.3728,,7.7142,9.603,17.5603,0.5428,277,580,78,0,0,0,25.6684,32.5482,,3.6511,6.9471,10.8153,0.3886,466,1129,100,0,0,0,29.0018,36.9423,,4.0631,2.6559,6.745,1.4931,28.6953,2.2793,1,7,1,3424.6,841.99,20.62,1403.15,1.02,13803.0,7.9825
2025-10-01,1135,1281,214,0,0,0,27.93,37.156,,11.8634,5.5498,18.3804,0.563,383,468,84,0,0,0,24.492,34.5824,,7.6882,3.5179,12.0437,0.4284,752,813,130,0,0,0,29.8287,38.585,,4.1752,2.032,6.3367,1.3972,35.1548,1.5483,1,6,0,3455.83,845.34,20.55,1401.8199,0.9,13812.0,7.8385
2025-10-02,1613,830,188,0,0,0,32.3059,40.5963,,19.5455,6.1614,26.2471,0.7844,582,289,65,0,0,0,30.5882,38.3298,,14.75,3.9429,19.1037,0.6615,1031,541,123,0,0,0,33.2546,41.8549,,4.7955,2.2185,7.1434,1.5587,39.4724,0.8927,0,5,0,3549.21,854.25,22.34,1405.63,0.77,13970.0,8.8408
2025-10-10,901,1597,133,0,0,0,30.5936,38.4028,,21.1315,7.0343,28.3414,0.8333,271,616,49,0,0,0,25.2406,34.3683,,14.6507,4.7581,19.5626,0.6653,630,981,84,0,0,0,33.5499,40.6417,,6.4809,2.2762,8.7788,1.9046,41.3403,0.6819,0,5,0,3610.6,859.49,23.9,,1.11,13852.0,7.6913
2025-10-13,838,1609,184,0,0,0,29.0985,36.0963,,11.0174,11.2577,22.4695,0.6647,270,589,77,0,0,0,24.5989,32.0128,,5.3248,8.812,14.2719,0.4889,568,1020,107,0,0,0,31.5821,38.361,,5.6926,2.4458,8.1976,1.7769,35.9748,0.6195,0,6,0,3584.55,860.49,28.03,1426.0699,0.971,13892.0,7.7759
2025-10-14,787,1676,168,0,0,0,26.9304,33.9824,,10.7023,18.5434,29.4289,0.877,312,556,68,0,0,0,24.492,30.0857,,5.5923,12.8072,18.5488,0.6394,475,1120,100,0,0,0,28.2763,36.1424,,5.11,5.7362,10.8801,2.3928,32.1332,1.5166,1,6,0,3561.81,847.96,30.45,1429.4301,0.987,13862.0,7.284
2025-10-15,2025,448,158,0,0,0,36.5919,40.3589,,20.723,1.9105,22.9385,0.6665,751,125,60,0,0,0,35.2941,38.8651,,12.8619,0.7628,13.901,0.4668,1274,323,98,0,0,0,37.3081,41.1869,,7.8612,1.1477,9.0375,1.9495,31.8903,0.8926,0,6,0,3657.28,864.72,27.66,1420.09,0.877,14050.0,8.4641
2025-10-16,1055,1392,184,0,0,0,37.9232,41.848,,19.7193,7.1719,27.0465,0.7693,484,385,67,0,0,0,41.0695,42.6124,,14.557,3.0365,17.6644,0.5788,571,1007,117,0,0,0,36.1865,41.4243,,5.1623,4.1354,9.3821,2.0229,30.8895,0.9393,1,3,0,3748.37,865.41,29.89,1415.72,0.831,14346.0,10.4312
2025-10-17,518,1965,148,0,0,0,31.0004,36.5267,,15.3961,10.7409,26.4353,0.7524,218,662,56,0,0,0,34.9733,37.3262,,10.5769,6.2144,16.9759,0.5561,300,1303,92,0,0,0,28.8076,36.0831,,4.8192,4.5266,9.4594,2.0535,32.7033,0.6751,0,4,0,3748.89,859.54,34.58,,0.907,14276.0,9.6183
2025-10-20,1570,883,178,0,0,0,35.8311,39.2748,,20.0519,3.0161,23.3181,0.6521,589,281,66,0,0,0,42.4599,41.9251,,12.5508,1.5023,14.1714,0.4562,981,602,112,0,0,0,32.1724,37.8042,,7.5011,1.5137,9.1467,1.9489,29.0019,1.0387,0,3,0,3814.69,875.77,30.9,1419.74,1.057,14499.0,11.0454
